event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
20190306X80709,2019,4,TN,035545N,0865726W,404,121,CABN,,,UNK,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Boeing,737,IMC,6,0.25,48
20190311X20635,2019,1617,CA,414348N,1223240W,553,135,PLT,36,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,Cessna,402,VMC,7,10,34
20190311X35306,2019,1345,NC,351329N,0805619W,203,121,CPLT,35,M,CL1,0,Personnel issues-Action/decision-Action-Forgotten action/omission-Ground crew,Bombardier,CL 600 2C10,IMC,5,0.75,46
20190311X61805,2019,217,GA,333825N,0842539W,253,121,CPLT,39,M,CL1,0,Personnel issues-Action/decision-Action-Forgotten action/omission-Pilot,Boeing,737,VMC,6,10,66
20190321X84610,2019,1745,AK,605150N,1621626W,251,135,PLT,47,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Hidden/submerged object-Effect on operation,Piper,PA32R,Unk,6,10,28
20190401X22803,2019,25,TN,036728N,0864041W,500,121,CPLT,33,,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,Boeing,737,VMC,6,10,61
20190411X53531,2019,40,NY,403829N,0734641W,300,121,CPLT,58,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Crosswind correction-Incorrect use/operation,Airbus,A321,VMC,15,10,52
20190412X45210,2019,316,FL,263154N,0814542W,552,121,PLT,46,M,CL1,0,Personnel issues-Task performance-Maintenance-(general)-Maintenance personnel,Boeing,737,VMC,8,,79
20190415X62333,2019,8,AK,006120N,0016180W,400,135,PLT,38,M,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-(general)-Failure,Piper,PA-32-300,VMC,18,10,43
20190502X02835,2019,418,AK,604643N,1615014W,253,135,PLT,24,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-(general)-Effect on operation - C,Gippsland,GA8,VMC,8,10,48
20190504X04947,2019,142,FL,301354N,0813937W,552,121,CPLT,47,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Braking capability-Capability exceeded,Boeing,737,IMC,4,5,75
20190506X84901,2019,19,GA,333838N,0842613W,250,121,CPLT,36,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Ground crew - C,MCDONNELL DOUGLAS,MD88,VMC,5,10,68
20190514X70427,2019,2021,AK,552532N,1313018W,450,135,PLT,46,M,CL2,6,Aircraft-Aircraft systems-Indicating/recording systems-Central warning-Not specified,De Havilland,DHC-2,VMC,11,10,61
20190514X85601,2019,1628,GA,032745N,0081123W,100,135,PLT,41,M,CL1,0,Aircraft-Fluids/misc hardware-Fluids-(general)-Fluid type - C,Cessna,550,VMC,12,10,79
20190516X24200,2019,1826,,001575N,1454327E,350,135,PLT,44,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate - C,Piper,PA32,VMC,8,10,81
20190520X14645,2019,2356,AK,055754N,1313414W,100,135,PASS,,F,,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained,De Havilland,DHC 2,VMC,10,10,55
20190528X32306,2019,2115,GA,305639N,0821148W,404,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,BOEING,737-8H4,VMC,10,10,93
20190531X35155,2019,1800,FL,026522N,0080858W,402,121,CPLT,36,,CL1,0,Environmental issues-Task environment-Physical workspace-Access to equipment/controls-Effect on personnel,Airbus,A320,VMC,,,0
20190617X11841,2019,1420,PA,402929N,0801358W,100,121,,,,,0,Personnel issues-Physical-Impairment/incapacitation-Other loss of consciousness-Ground crew,BOEING,737-8H4,VMC,,,0
20190617X92437,2019,1655,NJ,404133N,0074107W,551,121,CPLT,42,,CL1,0,Personnel issues-Action/decision-Action-Delayed action-Copilot,Boeing,757,VMC,19,10,77
20190618X94529,2019,53,,215422N,1152615E,401,121,,,,,0,,AIRBUS,A330,,,,0
20190619X25315,2019,2155,CO,395122N,1044025W,551,121,CPLT,,,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Copilot,Boeing,737,VMC,3,10,61
20190628X14311,2019,1745,AK,055217N,1322931W,551,135,PLT,45,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,De Havilland,DHC-2,VMC,5,10,70
20190708X12801,2019,2305,AK,604636N,1615019W,509,135,PASS,,,,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Angle of attack-Capability exceeded,Cessna,208,VMC,,3,88
20190718X15108,2019,815,,,,300,121,,,,,0,,Boeing,737,,,,0
20190718X15123,2019,1428,MT,452039N,1114338W,452,135,PLT,56,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Angle of attack-Capability exceeded - C,Aviat,A1,VMC,,10,70
20190721X02950,2019,1810,AK,059289N,1512921W,300,135,PLT,26,M,CL1,1,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Choppy surface-Decision related to condition - C,De Havilland,BEAVER DHC 2,VMC,7,6,64
20190724X23036,2019,1800,MO,038450N,0902229W,508,135,PLT,39,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate - C,Cessna,402,VMC,9,10,90
20190726X91707,2019,748,CA,374626N,1222553W,100,121,CPLT,38,M,CL1,0,Aircraft-Aircraft handling/service-Towing and taxiing-Towing-Incorrect use/operation,Boeing,757,VMC,,,0
20190805X55405,2019,717,PR,182813N,0006660W,402,121,CPLT,40,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Boeing,767,Unk,,,0
20190808X43724,2019,600,CA,373655N,1222324W,250,121,CPLT,40,,CL1,0,Organizational issues-Support/oversight/monitoring-Documentation/record keeping-(general)-Operator,Boeing,737,VMC,,,0
20190808X62316,2019,1730,FL,282512N,0811757W,551,121,CPLT,45,,CL1,0,Environmental issues-Conditions/weather/phenomena-Wind-Tailwind-Decision related to condition,Airbus,A321,VMC,,6,86
20190811X34546,2019,120,OR,042390N,1221930W,452,135,PASS,48,M,,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip engine power section-Failure,Cessna,206,VMC,7,10,64
20190813X05139,2019,2200,AK,655428N,1615535W,550,121,CPLT,64,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,DOUGLAS,C 118A,VMC,11,10,57
20190816X35649,2019,2030,VA,038254N,0078286W,402,121,CPLT,56,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel,Airbus,A320,VMC,,,0
20190818X23637,2019,2037,HI,205811N,0156409W,500,135,CPLT,29,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,Cessna,208B,VMC,12,10,88
20190819X52614,2019,824,,,,551,121,,,,,0,,Boeing,757,,,,0
20190819X55827,2019,545,,,,301,135,,,,,0,,Boeing,767,,,,0
20190821X22448,2019,1545,,,,400,121,,,,,0,,AIRBUS,A320,,,,0
20190821X63931,2019,1832,CA,392950N,0121370W,301,135,CPLT,40,M,CL1,0,Aircraft-Aircraft systems-Indicating/recording systems-Central warning-Design,Cessna,560XL,VMC,,10,82
20190830X60449,2019,37,IL,415828N,0875424W,500,121,CPLT,41,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,Mcdonnell Douglas,MD88,VMC,12,,73
20190830X64106,2019,1250,CO,395142N,1044023W,404,121,CPLT,48,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Effect on personnel,Airbus,A320,VMC,,10,0
20190904X11028,2019,2245,AK,062582N,1504456W,253,135,PLT,66,M,CL2,0,Aircraft-Aircraft structures-Fuselage-Gear attach fittings (on fus)-Failure - C,Cessna,A185,VMC,,10,75
20190916X91526,2019,2000,FL,271457N,0811640W,404,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Airbus,A319,VMC,,10,0
20190917X42103,2019,1013,,,,402,121,,,,,0,,Airbus,A321,,,,0
20190922X23136,2019,2250,AK,061565N,1633951W,100,135,PLT,32,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Configuration-Incorrect use/operation - C,De Havilland,BEAVER DHC 2,VMC,10,10,48
20191008X95051,2019,305,FL,026321N,0814533W,350,135,CPLT,37,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Landing gear actuator-Incorrect service/maintenance - C,Raytheon,HAWKER,VMC,6,10,75
20191018X02019,2019,240,AK,535354N,1663239W,552,121,CABN,,M,,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Attain/maintain not possible,Saab,2000,VMC,,,43
20191020X10854,2019,2045,,025533N,0773017W,400,135,PLT,,,,0,,Douglas,DC3C S1C3G,Unk,,,0
20191021X62154,2019,1530,GA,332219N,0815818W,250,135,CPLT,63,M,UNK,0,Personnel issues-Action/decision-Action-Unnecessary action-Pilot of other aircraft - C,Bombardier,BD 700 1A10,VMC,11,10,75
20191030X64711,2019,2133,ID,043300N,0116180W,350,121,CPLT,28,,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,De Havilland,DHC8,VMC,4,,0
20191104X32212,2019,2300,HI,211847N,1575531W,250,135,PLT,68,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Brake-Incorrect use/operation - C,Cessna,208,VMC,9,10,84
20191108X21802,2019,215,GA,033451N,0842326W,350,121,CPLT,30,M,CL1,0,Aircraft-Aircraft systems-Flight control system-Stabilizer control system-Incorrect service/maintenance,Embraer,ERJ170,VMC,5,10,0
20191111X02542,2019,1342,IL,413458N,0873232W,550,121,CPLT,35,M,CL1,0,Environmental issues-Conditions/weather/phenomena-(general)-(general)-Effect on equipment,Embraer,EMB145,IMC,18,1,43
20191130X55947,2019,411,AK,603015N,0015095W,402,135,PLT,75,M,CL1,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained,Piper,PA-31-350,VMC,3,10,36
20191203X81852,2019,1333,MI,422434N,0083037W,500,135,CPLT,65,M,CL1,0,Aircraft-Aircraft systems-Indicating/recording systems-Central warning-Not specified,BAE,BAE125,VMC,8,10,28
20191210X03219,2019,217,TX,028519N,0096557W,350,135,PLT,61,M,CL2,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained,Cessna,208,VMC,6,6,73
20191217X00033,2019,1711,,,,400,121,,,,,0,,Boeing,767,,,,0
20191217X93140,2019,1923,LA,031627N,0924259W,400,121,CPLT,37,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Embraer,EMB 135KL,IMC,,,0
20191218X82112,2019,1127,PA,395220N,0751426W,500,121,CPLT,27,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Embraer,EMB145,VMC,11,10,43
20191220X85302,2019,1609,VA,375450N,0077828W,400,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel,Embraer,ERJ190,VMC,,,0
20191227X84547,2019,1620,IL,415828N,0875326W,251,121,CPLT,45,M,CL1,0,Environmental issues-Operating environment-(general)-(general)-Effect on personnel,Boeing,737,VMC,12,,27
20200107X35017,2019,159,CO,394458N,0010503W,552,121,CPLT,50,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear attach sec-Fatigue/wear/corrosion,BOEING,737-824,VMC,12,,32
20200109X21704,2020,2130,NY,404637N,0735226W,151,121,CPLT,44,M,CL1,0,Personnel issues-Task performance-Use of equip/info-Use of equip/system-Ground crew - C,Boeing,737,Unk,,,0
20200110X80637,2019,219,MO,003965N,0942839W,404,121,CPLT,38,,CL1,0,Aircraft-Aircraft structures-Fuselage-Longerons/stringers (main fus)-Damaged/degraded,Boeing,737,VMC,6,6,36
20200113X34716,2020,2123,AK,644842N,1475211W,100,135,PASS,,,,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Incorrect service/maintenance,Piper,PA31,VMC,,10,-29
20200117X71039,2020,1806,AK,535356N,1663242W,300,135,PLT,41,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Maximum weight-Capability exceeded - C,Beech,200,VMC,15,8,39
20200121X21657,2020,40,CA,341235N,1182924W,404,135,CABN,,F,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,Gulfstream,G IV,VMC,4,10,64
20200125X54545,2020,2245,LA,295738N,0090447W,401,121,CPLT,48,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Airbus,A320,Unk,,,0
20200129X03346,2020,1423,,335646S,1511038E,300,121,,,,,0,,Boeing,777,,,,0
20200206X34831,2020,2010,AK,060216N,0163123W,100,135,PLT,34,M,CL2,5,Environmental issues-Conditions/weather/phenomena-(general)-(general)-Decision related to condition,Piper,PA32R,IMC,4,5,3
20200206X90423,2020,1456,CA,404924N,0124830W,507,135,PLT,57,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Effect on personnel - C,Cessna,208,VMC,,9,0
20200207X52205,2020,605,NC,352919N,0825919W,404,121,CPLT,30,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,BOMBARDIER,CL-600-2D24,VMC,9,10,43
20200207X72541,2020,815,MD,391033N,0076408W,502,135,PLT,35,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Runway/taxi/approach light-Effect on operation - C,Cessna,208,IMC,,1.8,45
20200210X02215,2020,1410,,,,401,121,,,,,0,,Boeing,757,,,,0
20200210X53022,2020,50,AK,613126N,0166841W,300,135,PLT,28,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Effect on personnel,Cessna,208,IMC,10,1.25,32
20200211X10757,2020,1100,CA,335630N,1182431W,301,121,CPLT,37,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Ground equipment-Not specified,BOEING,747 412,VMC,15,10,54
20200219X42743,2020,1542,CA,384144N,1213527W,501,121,CPLT,32,M,CL1,0,Aircraft-Aircraft systems-Electrical power system-AC generation system-Failure,Airbus,A319,VMC,,,0
20200225X55145,2020,1520,,,,250,121,,,,,0,,Boeing,757,,,,0
20200226X41215,2020,456,NJ,401112N,0074728W,550,135,CPLT,63,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Landing distance-Capability exceeded - C,Learjet,55,IMC,4,6,46
20200305X82724,2020,1415,WI,453753N,0892855W,550,135,PLT,45,M,CL2,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot - C,Cessna,208,IMC,10,0.75,34
20200312X91006,2020,1954,,524119N,0085448W,551,121,,,,,0,,Boeing,767,,,,0
20200317X33838,2020,1419,KS,383224N,0992736W,402,135,PLT,56,M,CL2,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained,Cessna,208,IMC,10,0.25,37
20200319X91719,2020,1810,,,,400,121,,,,,0,,Boeing,737,,,,0
20200321X14202,2020,738,NV,036448N,0011598W,550,121,CPLT,54,,CL1,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Pilot,Boeing,757,VMC,6,10,54
20200324X75727,2020,1214,,252748N,0100351E,350,121,,,,,0,,Embraer,ERJ170-200LR,,,,0
20200325X05113,2019,115,AK,595254N,0163108W,300,135,PLT,39,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,Cessna,207,VMC,32,10,36
20200408X62348,2020,415,FL,255426N,0801659W,551,135,PLT,53,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Configuration-Not attained/maintained - C,Aero Commander,500,VMC,3,10,75
20200417X12227,2020,55,MO,040517N,0923240W,300,135,PLT,25,M,CL2,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined,Cessna,402,VMC,8,10,37
20200509X12228,2020,150,TX,293125N,0982810W,550,135,PLT,68,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Failure,Beech,1900,VMC,13,10,73
20200515X12520,2020,600,AK,070447N,1534416W,400,135,PLT,76,M,CL2,1,Environmental issues-Conditions/weather/phenomena-Light condition-Flat light-Contributed to outcome,Cessna,A185,Unk,9,10,25
20200521X63755,2020,2216,CA,343415N,1171945W,350,121,CPLT,36,,CL1,0,Aircraft-Aircraft structures-Empennage structure-(general)-Incorrect service/maintenance,BOEING,737,VMC,10,10,0
20200603X55158,2019,1643,IL,415838N,0875429W,200,121,CPLT,23,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Ground crew,Bombardier,CL 600 2C10,VMC,,,0
20200603X85851,2020,643,,,,550,121,,,,,0,,Mcdonnell Douglas,MD11,,,,0
20200607X75411,2020,925,SD,433453N,0964437W,300,135,PLT,58,M,CL2,1,Not determined-Not determined-(general)-(general)-Unknown/Not determined,Mitsubishi,MU2B,VMC,13,10,79
20200619X60815,2018,1931,FL,264059N,0080544W,405,121,CPLT,37,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,Airbus,A319,VMC,,,82
20200629X04901,2020,2300,AK,561838N,0158328W,552,135,PLT,27,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Incorrect use/operation - C,Beech,A36,IMC,10,3,48
20200713X65734,2020,1546,FL,261154N,0080947W,251,135,PLT,38,M,CL2,0,Personnel issues-Action/decision-Info processing/decision-Identification/recognition-Pilot of other aircraft,Britten Norman,BN2A,VMC,6,10,86
20200714X42039,2020,2200,IL,413718N,0088140W,404,121,CPLT,28,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,Embraer,ERJ170,VMC,9,10,90
20200715X50601,2020,2230,AK,058448N,0157120W,253,135,PLT,58,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Aircraft-Effect on operation,Piper,PA32,VMC,6,,66
20200731X11938,2020,1627,AK,602944N,0015111W,401,135,PLT,57,M,CL2,7,Organizational issues-Management-Policy/procedure-Adequacy of policy/proc-FAA/Regulator,De Havilland,DHC-2,VMC,,10,59
20200805X00027,2020,2130,AK,603447N,1511439W,100,135,PASS,,,,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-CG/weight distribution-Capability exceeded,Cessna,180,VMC,4,10,64
20200826X34514,2020,1147,CA,335811N,1181425W,500,121,CPLT,45,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Malfunction,Boeing,767,VMC,4,10,73
20200827X15154,2020,2153,AK,644842N,1475528W,508,135,PASS,35,M,,2,Personnel issues-Task performance-Communication (personnel)-Lack of communication-Pilot,Cessna,A185,VMC,,10,63
20200828X12131,2020,1155,,442945N,0026453E,550,121,,,,,0,,Boeing,767,,,,0
20200831X21334,2020,500,CA,403314N,0124758W,552,135,PLT,64,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Light condition-Dark-Effect on operation,Beechcraft,C90A,VMC,4,8,52
20200831X25908,2020,1725,,,,401,121,,,,,0,,Boeing,737,,,,0
20200901X71756,2020,300,AK,681950N,1581428W,300,135,PLT,72,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,Cessna,180,VMC,,10,70
20200908X03800,2020,2000,AZ,361523N,1131351W,552,135,PLT,57,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained,Cessna,208,VMC,6,10,102
20200909X50828,2020,2130,AK,613350N,1561340W,550,135,PLT,63,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Heading/course-Not attained/maintained,Cessna,A185,VMC,4,10,55
20200914X31949,2020,800,NC,351251N,0804840W,350,121,,,,,0,Aircraft-Aircraft systems-Ice/rain protection system-Ice/rain prot sys wiring-Failure,BOMBARDIER INC,CL-600-2D24,Unk,,,0
20200914X45455,2020,2315,AK,652350N,1475046W,300,135,PLT,44,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Crosswind correction-Not attained/maintained,Helio,H 295,VMC,10,10,46
20200919X42745,2020,1542,FL,002679N,0080748W,507,135,PLT,75,M,CL1,0,Aircraft-Fluids/misc hardware-Fluids-Fuel-Fluid level,Piper,PA31,VMC,,10,88
2.0201E+13,2020,1220,ME,443153N,0694037W,253,135,PLT,28,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear attach sec-Fatigue/wear/corrosion,BEECH,99,VMC,3,10,50
2.0201E+13,2020,1553,,263253N,0784147W,552,121,,,,,0,,EMBRAER,EMB145,,9,6.21,84
2.0201E+13,2020,355,IL,042651N,0087545W,552,135,CPLT,27,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew,LEARJET,60,VMC,7,10,52
2.02011E+13,2020,1900,FL,303643N,0812740W,550,135,CPLT,61,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Landing distance-Not attained/maintained,RAYTHEON,400A,IMC,17,1.2,73
2.02011E+13,2020,1900,AK,611024N,1495912W,400,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Awareness of condition,BOEING,777,Unk,,,0
2.02011E+13,2020,50,AZ,332614N,0112028W,800,121,CABN,,,,0,Personnel issues-Action/decision-Action-Incorrect action performance-Cabin crew,BOMBARDIER,CL600 2C10,VMC,7,10,73
2.02011E+13,2020,509,GA,335234N,0084187W,552,135,PLT,67,M,CL2,0,Environmental issues-Operating environment-Communication system-VHF/HF radio-Compliance w/ procedure,AERO COMMANDER,500,VMC,5,10,46
2.02012E+13,2020,1040,,,,400,121,,,,,0,,BOEING,757,,,,0
2.02012E+13,2020,145,MN,455156N,0952340W,350,135,PLT,61,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,BEECH,65-A80-8800,VMC,7,10,0
2.02012E+13,2020,1830,TX,294859N,0952634W,500,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,AIRBUS INDUSTRIE,A320-232,VMC,9,10,24
2.02012E+13,2020,415,,,,402,121,,,,,0,,AIRBUS,A330,,,,0
2.02012E+13,2020,34,OF,095938N,0841232W,552,121,,,,,0,,BOEING,737-824,,8,6.21,68
2.02101E+13,2020,115,,004426N,0074849W,550,121,,,,,0,,AIRBUS,A319-115,,,,0
2.02101E+13,2021,200,SC,033400N,0785119W,402,135,CPLT,38,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on operation,BEECH,300,VMC,,10,48
2.02102E+13,2021,1951,AK,061355N,0144245W,402,135,PLT,46,M,CL2,2,Not determined-Not determined-(general)-(general)-Unknown/Not determined,CESSNA,185,VMC,,10,-8
2.02102E+13,2020,102,TX,293216N,0982831W,508,135,PLT,53,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,SWEARINGEN,SA227,VMC,7,10,79
2.02102E+13,2021,1330,FL,264059N,0080542W,404,121,CPLT,57,M,CL1,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Flight crew,AIRBUS,A320,VMC,,,0
2.02102E+13,2021,2009,CO,395545N,1045752W,350,121,CPLT,53,M,CL1,0,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Inadequate inspection,BOEING,777-222,VMC,5,10,55
2.02102E+13,2021,5,IN,038220N,0854417W,550,135,CPLT,30,M,CL1,0,Environmental issues-Operating environment-Airport facilities/design-Runway lighting-Contributed to outcome,LEARJET,55,VMC,3,10,30
2.02103E+13,2021,56,AK,621736N,1532143W,552,135,PLT,35,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot,CESSNA,U206G,VMC,9,3,-4
2.02103E+13,2021,145,AK,613216N,0165368W,252,135,PLT,49,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Crosswind correction-Not attained/maintained,CESSNA,208B,VMC,34,0.5,18
2.02103E+13,2021,2000,TX,325359N,0965625W,500,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel,BOEING,777-223,VMC,13,10,79
2.02103E+13,2021,2019,CA,335630N,1182431W,154,121,CABN,,F,,0,Personnel issues-Experience/knowledge-Training-Type/qual of instruct/training-Cabin crew,BOMBARDIER INC,CL-600-2C10,VMC,9,10,55
2.02103E+13,2021,2243,,,,550,121,,,,,0,,BOEING,757-24APF,,,,0
2.02103E+13,2021,2200,NC,035137N,0805655W,500,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel,EMBRAER,EMB-145LR,Unk,,,0
2.02104E+13,2021,1040,OH,405453N,0812631W,350,121,,,,,0,Aircraft-Aircraft structures-Windows-windshield system-Flight compartment windows-Incorrect service/maintenance,BOMBARDIER INC,CL-600-2C10,VMC,,,0
2.02104E+13,2021,2115,AK,644854N,1475123W,301,135,PASS,,F,,0,Aircraft-Aircraft power plant-Power plant-(general)-Unknown/Not determined,CESSNA,208B,IMC,4,1,21
2.02104E+13,2021,1810,AK,561839N,0158325W,552,135,PLT,54,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Snow/ice-Effect on equipment,BEECH,C-99,VMC,,10,37
2.02105E+13,2021,211,,192611N,0099420W,301,121,,,,,0,,BOEING,777,,,,0
2.02105E+13,2021,1907,FL,027548N,0824113W,300,121,CPLT,37,M,CL1,0,Personnel issues-Action/decision-Action-Lack of action-ATC personnel,AIRBUS,A319-112,VMC,7,10,88
2.02105E+13,2021,920,,,,400,121,,,,,0,,BOEING,737,,,,0
2.02105E+13,2021,1730,IL,041476N,0087457W,250,121,CPLT,46,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot of other aircraft,BOEING,737-7H4,VMC,15,10,82
2.02105E+13,2021,1740,TX,325349N,0097235W,250,121,CPLT,34,,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot,BOEING,737-823,VMC,6,10,71
2.02106E+13,2021,200,CO,395142N,1044023W,550,135,PLT,34,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Incorrect use/operation,BEECH,1900,VMC,6,10,66
2.02106E+13,2021,45,CA,324349N,1171035W,500,121,CPLT,41,M,CL1,0,Environmental issues-Operating environment-Communication system-VHF/HF radio-Ability to respond/compensate,BOEING,737-8H4,VMC,3,10,63
2.02106E+13,2021,105,KS,392214N,1014156W,152,135,PLT,20,M,CL2,0,Aircraft-Aircraft systems-Fuel system-Fuel sys wiring-Inadequate inspection,BEECH,U-8F,VMC,6,10,88
2.02106E+13,2021,30,IN,040276N,0845919W,550,135,PASS,,M,,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Contributed to outcome,CESSNA,310R,VMC,7,10,82
2.02106E+13,2021,2031,LA,273555N,0895654W,402,121,CPLT,41,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel,AIRBUS,A321-231,VMC,,,81
